"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","bikes","Id"
7,39.474715,-0.37932,20,1398952800,2014,5,1,16,"Thursday",87,1,13.7,8.9,135,21.5,46,1001,0,9,5.2576260948354,5.25863526570048,4.60029717682021,4.63001485884101,6,198137
7,39.474715,-0.37932,20,1398956400,2014,5,1,17,"Thursday",88,1,9.9,4.7,138,22.2,45,1001,0,8,5.25779173713457,5.25868003139907,4.61069836552749,4.63595839524517,6,198138
7,39.474715,-0.37932,20,1398960000,2014,5,1,18,"Thursday",89,1,7.8,1.9,117,22.4,48,1001,0,9,5.25801775684001,5.25872479169182,4.62109955423477,4.63893016344725,6,198139
7,39.474715,-0.37932,20,1398963600,2014,5,1,19,"Thursday",90,1,8.9,3.1,69,20.7,54,1001,0,6,5.25806256794299,5.25858841997223,4.63001485884101,4.64041604754829,3,198140
7,39.474715,-0.37932,20,1398967200,2014,5,1,20,"Thursday",91,1,10.6,4.7,44,19.8,59,1001,0,6,5.25810737363367,5.25851243660951,4.63595839524517,4.64338781575037,4,198141
7,39.474715,-0.37932,20,1398970800,2014,5,1,21,"Thursday",92,1,9.9,4.6,46,19.3,60,1002,0,6,5.25815217391304,5.25855719891337,4.63893016344725,4.65081723625557,6,198142
7,39.474715,-0.37932,20,1398974400,2014,5,1,22,"Thursday",93,1,9.7,5.4,31,19.2,58,1002,0,3,5.25801582030071,5.25866232041531,4.64041604754829,4.65824665676077,7,198143
7,39.474715,-0.37932,20,1398978000,2014,5,1,23,"Thursday",94,1,8.4,4.4,31,19.2,54,1002,0,4,5.25793986233547,5.25876742922678,4.64338781575037,4.66419019316493,7,198144
7,39.474715,-0.37932,20,1398981600,2014,5,2,0,"Friday",95,0,6.3,2.8,43,19.1,52,1003,0,6,5.2579846646139,5.25893288266538,4.65081723625557,4.67310549777117,8,198145
7,39.474715,-0.37932,20,1398985200,2014,5,2,1,"Friday",96,0,3.7,1.3,319,19,49,1002,0,7,5.25808983337358,5.25897760878749,4.65824665676077,4.68202080237741,6,198146
7,39.474715,-0.37932,20,1398988800,2014,5,2,2,"Friday",97,0,3.1,1,321,18.6,50,1002,0,7,5.25819498943556,5.25884127942064,4.66419019316493,4.68647845468054,3,198147
7,39.474715,-0.37932,20,1398992400,2014,5,2,3,"Friday",98,0,2.4,0.3,273,17.7,53,1002,0,8,5.25836049740432,5.25864462011949,4.67310549777117,4.68796433878158,2,198148
7,39.474715,-0.37932,20,1398996000,2014,5,2,4,"Friday",99,0,2.3,0.6,288,17.3,54,1001,0,6,5.25840526347558,5.25832729905865,4.68202080237741,4.68647845468054,0,198149
7,39.474715,-0.37932,20,1398999600,2014,5,2,5,"Friday",100,0,2,0.9,6,17.2,55,1001,0,3,5.25826895219701,5.25801001629156,4.68647845468054,4.6849925705795,0,198150
7,39.474715,-0.37932,20,1399003200,2014,5,2,6,"Friday",101,0,0.6,0.4,94,17.4,55,1002,0,2,5.25807230369968,5.25781344274164,4.68796433878158,4.68647845468054,2,198151
7,39.474715,-0.37932,20,1399006800,2014,5,2,7,"Friday",102,0,2,0.3,234,16.9,57,1003,0,0,5.25775497887749,5.25755656108597,4.68647845468054,4.68796433878158,1,198152
7,39.474715,-0.37932,20,1399010400,2014,5,2,8,"Friday",103,0,3.1,0.9,301,17.1,57,1003,0,0,5.25743769235411,5.25723938223938,4.6849925705795,4.68796433878158,0,198153
7,39.474715,-0.37932,20,1399014000,2014,5,2,9,"Friday",104,0,3.7,0.6,301,18.5,51,1003,0,2,5.25724112961622,5.25704289075225,4.68647845468054,4.68945022288262,2,198154
7,39.474715,-0.37932,20,1399017600,2014,5,2,10,"Friday",105,0,6.7,2.2,315,19.5,46,1003,0,1,5.25698425149339,5.2568464229702,4.68796433878158,4.68796433878158,2,198155
7,39.474715,-0.37932,20,1399021200,2014,5,2,11,"Friday",106,0,10.2,3.2,234,21,31,1003,0,0,5.2566670689031,5.25677061342662,4.68796433878158,4.68796433878158,4,198156
7,39.474715,-0.37932,20,1399024800,2014,5,2,12,"Friday",107,0,11.2,3.6,297,23,26,1003,0,2,5.25647058823529,5.25705669481303,4.68945022288262,4.6998514115899,10,198157
7,39.474715,-0.37932,20,1399028400,2014,5,2,13,"Friday",108,0,7.3,2.3,15,23.6,28,1002,0,2,5.25627413127413,5.2573427416923,4.68796433878158,4.71322436849926,10,198158
7,39.474715,-0.37932,20,1399032000,2014,5,2,14,"Friday",109,0,7,1.5,122,23.9,29,1002,0,4,5.25619834710744,5.25720660957665,4.68796433878158,4.7147102526003,3,198159
7,39.474715,-0.37932,20,1399035600,2014,5,2,15,"Friday",110,0,7.9,2.8,135,23.1,31,1001,0,10,5.25648449752684,5.25688958572032,4.6998514115899,4.71322436849926,0,198160
7,39.474715,-0.37932,20,1399039200,2014,5,2,16,"Friday",111,0,10.9,5.6,132,21.2,35,1001,0,10,5.25677061342662,5.25663289917993,4.71322436849926,4.71173848439822,1,198161
7,39.474715,-0.37932,20,1399042800,2014,5,2,17,"Friday",112,0,11.7,7.9,139,20.7,35,1001,0,3,5.25663449939686,5.2564365390413,4.7147102526003,4.71173848439822,2,198162
7,39.474715,-0.37932,20,1399046400,2014,5,2,18,"Friday",113,0,10.1,5.2,143,20.4,44,1001,0,0,5.25631747180508,5.25624020258049,4.71322436849926,4.71025260029718,2,198163
7,39.474715,-0.37932,20,1399050000,2014,5,2,19,"Friday",114,0,9.9,6,146,19.6,49,1002,0,1,5.25606078880714,5.25604388979321,4.71173848439822,4.70876671619614,2,198164
7,39.474715,-0.37932,20,1399053600,2014,5,2,20,"Friday",115,0,7.8,3.8,154,18.7,53,1002,0,2,5.25586443948622,5.25590788521823,4.71173848439822,4.71322436849926,3,198165
7,39.474715,-0.37932,20,1399057200,2014,5,2,21,"Friday",116,0,4,1.2,174,18.3,52,1003,0,2,5.25566811384467,5.25571161613117,4.71025260029718,4.71619613670134,2,198166
7,39.474715,-0.37932,20,1399060800,2014,5,2,22,"Friday",117,0,6.1,2.3,256,19,41,1004,0,2,5.2554718118782,5.25569620253165,4.70876671619614,4.72065378900446,5,198167
7,39.474715,-0.37932,20,1399064400,2014,5,2,23,"Friday",118,0,10.2,3.8,246,19.3,36,1004,0,3,5.25533582539491,5.25568079079019,4.71322436849926,4.71916790490342,5,198168
7,39.474715,-0.37932,20,1399068000,2014,5,3,0,"Saturday",119,0,19.1,8.2,235,18.5,33,1004,0,2,5.25513956713089,5.25566538090646,4.71619613670134,4.7147102526003,5,198169
7,39.474715,-0.37932,20,1399071600,2014,5,3,1,"Saturday",120,0,13.9,5.2,254,17.5,35,1004,0,5,5.25512418615867,5.25558970650274,4.72065378900446,4.7147102526003,4,198170
7,39.474715,-0.37932,20,1399075200,2014,5,3,2,"Saturday",121,0,8,2.6,278,16.6,37,1004,0,5,5.25510880704081,5.25539351572858,4.71916790490342,4.71173848439822,2,198171
7,39.474715,-0.37932,20,1399078800,2014,5,3,3,"Saturday",122,0,7,3.5,321,16,39,1004,0,5,5.25509342977697,5.25513708948478,4.7147102526003,4.71025260029718,1,198172
7,39.474715,-0.37932,20,1399082400,2014,5,3,4,"Saturday",123,0,7.5,3.8,322,15.6,40,1003,0,4,5.25501778072449,5.25500120510967,4.7147102526003,4.71173848439822,3,198173
7,39.474715,-0.37932,20,1399086000,2014,5,3,5,"Saturday",124,0,8.3,4,318,15.4,40,1003,0,2,5.25482160077146,5.25486533710912,4.71173848439822,4.71619613670134,3,198174
7,39.474715,-0.37932,20,1399089600,2014,5,3,6,"Saturday",125,0,5.6,2.2,310,14.5,43,1004,0,1,5.25456517808715,5.25484998192553,4.71025260029718,4.7221396731055,5,198175
7,39.474715,-0.37932,20,1399093200,2014,5,3,7,"Saturday",126,0,6.5,2.2,309,14.2,44,1004,0,3,5.25442931179945,5.25483462859208,4.71173848439822,4.72511144130758,5,198176
7,39.474715,-0.37932,20,1399096800,2014,5,3,8,"Saturday",127,0,8.2,3.5,314,15,42,1004,0,3,5.25429346188611,5.25493975903614,4.71619613670134,4.73105497771174,7,198177
7,39.474715,-0.37932,20,1399100400,2014,5,3,9,"Saturday",128,0,5,1.5,323,17,37,1004,0,5,5.25427813931068,5.25516535148485,4.7221396731055,4.73848439821694,9,198178
7,39.474715,-0.37932,20,1399104000,2014,5,3,10,"Saturday",129,0,1.6,0.3,45,19.8,30,1004,0,5,5.25426281858167,5.25539091675702,4.72511144130758,4.74739970282318,9,198179
7,39.474715,-0.37932,20,1399107600,2014,5,3,11,"Saturday",130,0,4.5,1.3,149,20.6,29,1004,0,7,5.25436799614411,5.25573691501536,4.73105497771174,4.7592867756315,11,198180
7,39.474715,-0.37932,20,1399111200,2014,5,3,12,"Saturday",131,0,5.4,1.8,180,21.2,28,1004,0,9,5.25459365021989,5.25626355095158,4.73848439821694,4.77711738484398,14,198181
7,39.474715,-0.37932,20,1399114800,2014,5,3,13,"Saturday",132,0,7.3,3.5,139,21.5,28,1003,0,9,5.25481927710843,5.25709123757904,4.74739970282318,4.80089153046062,19,198182
7,39.474715,-0.37932,20,1399118400,2014,5,3,14,"Saturday",133,0,9,4,129,21.9,27,1002,0,11,5.25516535148485,5.25791882452126,4.7592867756315,4.82317979197623,19,198183
7,39.474715,-0.37932,20,1399122000,2014,5,3,15,"Saturday",134,0,9.6,4.9,121,21.9,27,1002,0,14,5.25569208529093,5.25874631179623,4.77711738484398,4.84992570579495,19,198184
7,39.474715,-0.37932,20,1399125600,2014,5,3,16,"Saturday",135,0,12.8,8.6,134,20.4,38,1001,0,19,5.25651990604108,5.25957369942197,4.80089153046062,4.87072808320951,19,198185
7,39.474715,-0.37932,20,1399129200,2014,5,3,17,"Saturday",136,0,11.3,7.1,142,20,39,1000,0,19,5.25734762707781,5.26009994581251,4.82317979197623,4.88558692421991,14,198186
7,39.474715,-0.37932,20,1399132800,2014,5,3,18,"Saturday",137,0,11.9,7.5,130,19.7,40,1000,0,19,5.25817524841915,5.26068633353402,4.84992570579495,4.89598811292719,15,198187
7,39.474715,-0.37932,20,1399136400,2014,5,3,19,"Saturday",138,0,6.7,3.3,145,20,41,1000,0,19,5.2590027700831,5.26139305279634,4.87072808320951,4.90341753343239,17,198188
7,39.474715,-0.37932,20,1399140000,2014,5,3,20,"Saturday",139,0,2.1,0.6,146,20.1,40,1001,0,14,5.25952911422894,5.26222008186853,4.88558692421991,4.91233283803863,19,198189
7,39.474715,-0.37932,20,1399143600,2014,5,3,21,"Saturday",140,0,0.9,0.4,115,19.3,44,1001,0,15,5.26011560693642,5.26298681755252,4.89598811292719,4.92124814264487,18,198190
7,39.474715,-0.37932,20,1399147200,2014,5,3,22,"Saturday",141,0,0.6,0.4,33,18.8,46,1002,0,17,5.26082244566199,5.26381365113759,4.90341753343239,4.92867756315007,19,198191
7,39.474715,-0.37932,20,1399150800,2014,5,3,23,"Saturday",142,0,0.9,0.2,325,18.3,52,1002,0,19,5.26164960866948,5.26458019861571,4.91233283803863,4.93313521545319,18,198192
7,39.474715,-0.37932,20,1399154400,2014,5,4,0,"Sunday",143,0,1.4,0.4,344,17.4,61,1002,0,18,5.26241647101318,5.2650457390467,4.92124814264487,4.92719167904903,13,198193
7,39.474715,-0.37932,20,1399158000,2014,5,4,1,"Sunday",144,0,4.2,1.5,322,17.3,54,1002,0,19,5.26324343847821,5.26539086477704,4.92867756315007,4.92273402674591,11,198194
7,39.474715,-0.37932,20,1399161600,2014,5,4,2,"Sunday",145,0,4.2,1.9,315,16.6,43,1002,0,18,5.26401011256245,5.26555542183175,4.93313521545319,4.91976225854383,8,198195
7,39.474715,-0.37932,20,1399165200,2014,5,4,3,"Sunday",146,0,3.9,1.4,316,16.2,40,1002,0,13,5.26447574334898,5.26578013117516,4.92719167904903,4.92124814264487,9,198196
7,39.474715,-0.37932,20,1399168800,2014,5,4,4,"Sunday",147,0,4.7,1.7,302,15.3,42,1002,0,11,5.26482094492928,5.26582430806257,4.92273402674591,4.91976225854383,6,198197
7,39.474715,-0.37932,20,1399172400,2014,5,4,5,"Sunday",148,0,6.1,2.8,315,15.1,40,1002,0,8,5.26498555609052,5.2658083147825,4.91976225854383,4.91827637444279,5,198198
7,39.474715,-0.37932,20,1399176000,2014,5,4,6,"Sunday",149,0,4.1,1.6,319,14.7,36,1002,0,9,5.26521032677379,5.26579232342678,4.92124814264487,4.91679049034175,5,198199
7,39.474715,-0.37932,20,1399179600,2014,5,4,7,"Sunday",150,0,3.5,0.8,310,14.6,37,1003,0,6,5.26525454326634,5.26577633399507,4.91976225854383,4.91381872213967,5,198200
7,39.474715,-0.37932,20,1399183200,2014,5,4,8,"Sunday",151,0,4.2,1.3,322,15.2,34,1003,0,5,5.26523858234551,5.26564003849856,4.91827637444279,4.90787518573551,3,198201
7,39.474715,-0.37932,20,1399186800,2014,5,4,9,"Sunday",152,0,1.8,0.4,354,17.4,31,1003,0,5,5.26522262334537,5.26538345864662,4.91679049034175,4.89895988112927,1,198202
7,39.474715,-0.37932,20,1399190400,2014,5,4,10,"Sunday",153,0,3.2,0.7,101,19.5,40,1003,0,5,5.26520666626557,5.26512690965957,4.91381872213967,4.89153046062407,1,198203
7,39.474715,-0.37932,20,1399194000,2014,5,4,11,"Sunday",154,0,6,2.1,129,19.1,52,1003,0,3,5.26507038864156,5.26499067781319,4.90787518573551,4.88558692421991,3,198204
7,39.474715,-0.37932,20,1399197600,2014,5,4,12,"Sunday",155,0,8.5,3.7,139,19.4,56,1003,0,1,5.26481381218793,5.26491460187635,4.89895988112927,4.87667161961367,4,198205
7,39.474715,-0.37932,20,1399201200,2014,5,4,13,"Sunday",156,0,12.1,8,137,18.3,62,1003,0,1,5.2645572666025,5.2648385350893,4.89153046062407,4.86032689450223,4,198206
7,39.474715,-0.37932,20,1399204800,2014,5,4,14,"Sunday",157,0,13.2,6.3,130,18.5,52,1002,0,3,5.26442105263158,5.26476247745039,4.88558692421991,4.84398216939079,4,198207
7,39.474715,-0.37932,20,1399208400,2014,5,4,15,"Sunday",158,0,13.5,7.1,126,18.4,49,1002,0,4,5.2643450018044,5.26456617160724,4.87667161961367,4.83060921248143,2,198208
7,39.474715,-0.37932,20,1399212000,2014,5,4,16,"Sunday",159,0,10.3,5,125,19,48,1001,0,4,5.2642689601251,5.26430976430976,4.86032689450223,4.81872213967311,1,198209
7,39.474715,-0.37932,20,1399215600,2014,5,4,17,"Sunday",160,0,8.5,3.1,127,19,62,1001,0,4,5.26419292759201,5.26399326639812,4.84398216939079,4.80683506686478,0,198210
7,39.474715,-0.37932,20,1399219200,2014,5,4,18,"Sunday",161,0,6,1.4,161,19.3,65,1001,0,2,5.2639966323892,5.26391727786462,4.83060921248143,4.8038632986627,4,198211
7,39.474715,-0.37932,20,1399222800,2014,5,4,19,"Sunday",162,0,5.3,1.1,143,18.4,70,1001,0,1,5.26374022850271,5.26378118425008,4.81872213967311,4.80832095096582,3,198212
7,39.474715,-0.37932,20,1399226400,2014,5,4,20,"Sunday",163,0,6.2,1.7,82,16.6,78,1002,0,0,5.2634237267753,5.26352488578985,4.80683506686478,4.80089153046062,1,198213
7,39.474715,-0.37932,20,1399230000,2014,5,4,21,"Sunday",164,0,5.9,1.6,79,16,80,1002,0,4,5.26334776334776,5.2635691530925,4.8038632986627,4.79791976225854,6,198214
7,39.474715,-0.37932,20,1399233600,2014,5,4,22,"Sunday",165,0,6.4,2.9,40,15.8,81,1003,0,3,5.26321168760897,5.26385382858517,4.80832095096582,4.79791976225854,10,198215
7,39.474715,-0.37932,20,1399237200,2014,5,4,23,"Sunday",166,0,6.5,3.3,35,15.1,82,1003,0,1,5.26295539256944,5.26419856962558,4.80089153046062,4.80089153046062,11,198216
7,39.474715,-0.37932,20,1399240800,2014,5,5,0,"Monday",167,0,5,2.4,30,15.1,82,1003,0,6,5.26299969942891,5.26460336538462,4.79791976225854,4.80683506686478,12,198217
7,39.474715,-0.37932,20,1399244400,2014,5,5,1,"Monday",168,0,4.3,1.3,32,15.2,81,1003,0,10,5.26328444337581,5.26488792740821,4.79791976225854,4.81575037147103,10,198218
7,39.474715,-0.37932,20,1399248000,2014,5,5,2,"Monday",1,0,2.7,0.7,18,15.2,79,1003,0,11,5.26362926008295,5.26499218843889,4.80089153046062,4.82169390787519,7,198219
7,39.474715,-0.37932,20,1399251600,2014,5,5,3,"Monday",2,0,2.7,0.6,336,15.4,77,1003,0,12,5.2640341387186,5.26509643694046,4.80683506686478,4.82763744427935,7,198220
7,39.474715,-0.37932,20,1399255200,2014,5,5,4,"Monday",3,0,2.2,0.4,321,14.7,77,1003,0,10,5.2643187691568,5.26526075462629,4.81575037147103,4.83655274888559,8,198221
7,39.474715,-0.37932,20,1399258800,2014,5,5,5,"Monday",4,0,3.5,1.7,324,13.8,79,1003,0,7,5.26442307692308,5.26536497446681,4.82169390787519,4.84398216939079,7,198222
7,39.474715,-0.37932,20,1399262400,2014,5,5,6,"Monday",5,0,3.4,1.7,328,13.2,80,1004,0,7,5.26452737215312,5.26558933077015,4.82763744427935,4.85438335809807,9,198223
7,39.474715,-0.37932,20,1399266000,2014,5,5,7,"Monday",6,0,2.8,1,317,13.3,79,1004,0,8,5.2646917437808,5.26581366011894,4.83655274888559,4.86032689450223,9,198224
7,39.474715,-0.37932,20,1399269600,2014,5,5,8,"Monday",7,0,4.1,1.5,321,13.8,76,1004,0,7,5.26479601033467,5.26579769341663,4.84398216939079,4.85884101040119,5,198225
7,39.474715,-0.37932,20,1399273200,2014,5,5,9,"Monday",8,0,3.2,0.8,326,16.6,70,1004,0,9,5.26502042778178,5.2660219833023,4.85438335809807,4.86627043090639,9,198226
7,39.474715,-0.37932,20,1399276800,2014,5,5,10,"Monday",9,0,1.8,0.3,222,19.2,60,1004,0,9,5.26524481826374,5.26624624624625,4.86032689450223,4.86775631500743,9,198227
7,39.474715,-0.37932,20,1399280400,2014,5,5,11,"Monday",10,0,4.3,1.3,128,20.2,57,1004,0,5,5.26522888381593,5.26653053870638,4.85884101040119,4.87072808320951,10,198228
7,39.474715,-0.37932,20,1399284000,2014,5,5,12,"Monday",11,0,7.3,3.3,142,20.3,56,1004,0,9,5.26545323481708,5.2670550084074,4.86627043090639,4.88112927191679,14,198229
7,39.474715,-0.37932,20,1399287600,2014,5,5,13,"Monday",12,0,10.8,6.4,127,19.6,59,1004,0,9,5.26567755886593,5.26727916891851,4.86775631500743,4.87072808320951,9,198230
7,39.474715,-0.37932,20,1399291200,2014,5,5,14,"Monday",13,0,13.7,8.8,133,18.9,64,1004,0,10,5.26596191963481,5.26726311997118,4.87072808320951,4.86478454680535,5,198231
7,39.474715,-0.37932,20,1399294800,2014,5,5,15,"Monday",14,0,14.2,8.1,127,19.1,63,1003,0,14,5.26648648648649,5.26712698889222,4.88112927191679,4.86775631500743,3,198232
7,39.474715,-0.37932,20,1399298400,2014,5,5,16,"Monday",15,0,13.9,6.9,134,19.2,67,1003,0,9,5.26671070806558,5.26705091258405,4.87072808320951,4.87072808320951,4,198233
7,39.474715,-0.37932,20,1399302000,2014,5,5,17,"Monday",16,0,13.3,8.2,136,18.7,66,1003,0,5,5.26669469132837,5.26703488023053,4.86478454680535,4.87518573551263,5,198234
7,39.474715,-0.37932,20,1399305600,2014,5,5,18,"Monday",17,0,9.9,4.4,135,18.6,66,1003,0,3,5.26655857803399,5.26695881858566,4.86775631500743,4.87369985141159,4,198235
7,39.474715,-0.37932,20,1399309200,2014,5,5,19,"Monday",18,0,8.1,3,140,18,71,1003,0,4,5.26648252672031,5.2670628489105,4.87072808320951,4.87815750371471,7,198236
7,39.474715,-0.37932,20,1399312800,2014,5,5,20,"Monday",19,0,5.5,1.2,167,17.2,75,1004,0,5,5.2664665265686,5.26704681872749,4.87518573551263,4.87815750371471,5,198237
7,39.474715,-0.37932,20,1399316400,2014,5,5,21,"Monday",20,0,5.1,1.2,133,16.7,76,1004,0,4,5.26639048991354,5.2670908108757,4.87369985141159,4.88707280832095,6,198238
7,39.474715,-0.37932,20,1399320000,2014,5,5,22,"Monday",21,0,4.6,1,96,16.4,77,1005,0,7,5.26649456684877,5.26689473052455,4.87815750371471,4.88855869242199,2,198239
7,39.474715,-0.37932,20,1399323600,2014,5,5,23,"Monday",22,0,3.9,1.2,68,16.2,77,1005,0,5,5.26647856885581,5.26657864730241,4.87815750371471,4.88558692421991,0,198240
7,39.474715,-0.37932,20,1399327200,2014,5,6,0,"Tuesday",23,0,1.7,0.3,2,15.9,78,1005,0,6,5.26652260039618,5.26626260201632,4.88707280832095,4.88558692421991,0,198241
7,39.474715,-0.37932,20,1399330800,2014,5,6,1,"Tuesday",24,0,2.5,0.6,358,15.7,77,1005,0,2,5.26632653061225,5.26594659465947,4.88855869242199,4.88558692421991,0,198242
7,39.474715,-0.37932,20,1399334400,2014,5,6,2,"Tuesday",25,0,2.1,0.5,337,15.7,76,1005,0,0,5.26601044355081,5.26563062522501,4.88558692421991,4.88410104011887,0,198243
7,39.474715,-0.37932,20,1399338000,2014,5,6,3,"Tuesday",26,0,1.4,0.1,329,15.2,74,1005,0,0,5.26569439443044,5.26543469130617,4.88558692421991,4.88558692421991,2,198244
7,39.474715,-0.37932,20,1399341600,2014,5,6,4,"Tuesday",27,0,2.2,0.6,314,14.7,72,1005,0,0,5.26537838324431,5.26523878089753,4.88558692421991,4.88707280832095,2,198245
7,39.474715,-0.37932,20,1399345200,2014,5,6,5,"Tuesday",28,0,1.3,0.2,305,13.7,78,1004,0,0,5.2650624099856,5.26504289399484,4.88410104011887,4.89004457652303,2,198246
7,39.474715,-0.37932,20,1399348800,2014,5,6,6,"Tuesday",29,0,3.7,1.4,318,13,79,1005,0,2,5.26486648664866,5.26496700659868,4.88558692421991,4.89598811292719,4,198247
7,39.474715,-0.37932,20,1399352400,2014,5,6,7,"Tuesday",30,0,3.7,1.6,322,13.1,74,1005,0,2,5.26467058682347,5.26489112830664,4.88707280832095,4.89895988112927,4,198248
7,39.474715,-0.37932,20,1399356000,2014,5,6,8,"Tuesday",31,0,2.1,0.6,322,14.7,68,1006,0,2,5.26447471050579,5.26487523992322,4.89004457652303,4.90341753343239,5,198249
7,39.474715,-0.37932,20,1399359600,2014,5,6,9,"Tuesday",32,0,1.3,0.1,278,16.8,66,1006,0,4,5.26439884809215,5.26467942181971,4.89598811292719,4.90044576523031,2,198250
7,39.474715,-0.37932,20,1399363200,2014,5,6,10,"Tuesday",33,0,1.5,0.4,140,19,61,1006,0,4,5.26432299478073,5.26442365359242,4.89895988112927,4.90044576523031,1,198251
7,39.474715,-0.37932,20,1399366800,2014,5,6,11,"Tuesday",34,0,5.1,2.4,135,19.2,61,1006,0,5,5.26430713857229,5.26416791604198,4.90341753343239,4.90044576523031,1,198252
7,39.474715,-0.37932,20,1399370400,2014,5,6,12,"Tuesday",35,0,7.3,4.2,120,19.1,63,1006,0,2,5.26411133105393,5.26391220916287,4.90044576523031,4.89598811292719,1,198253
7,39.474715,-0.37932,20,1399374000,2014,5,6,13,"Tuesday",36,0,7.2,3.3,136,19.7,62,1006,0,1,5.26385556621881,5.26377645859567,4.90044576523031,4.89153046062407,3,198254
7,39.474715,-0.37932,20,1399377600,2014,5,6,14,"Tuesday",37,0,8.7,4,139,19.7,64,1005,0,1,5.26359983206382,5.26352080585202,4.90044576523031,4.88855869242199,1,198255
7,39.474715,-0.37932,20,1399381200,2014,5,6,15,"Tuesday",38,0,9.3,4.4,127,19.6,67,1005,0,1,5.26334412858342,5.26344505066251,4.89598811292719,4.89153046062407,4,198256
7,39.474715,-0.37932,20,1399384800,2014,5,6,16,"Tuesday",39,0,8.9,4.5,128,19.6,68,1004,0,3,5.2632083958021,5.26354916067146,4.89153046062407,4.89598811292719,7,198257
7,39.474715,-0.37932,20,1399388400,2014,5,6,17,"Tuesday",40,0,8.3,3.5,149,19.6,70,1004,0,1,5.26295274646198,5.26365325819795,4.88855869242199,4.90044576523031,7,198258
