"Id","bikes"
201336,0
201337,0
201338,0
201339,0
201340,0
201341,0
201342,0
201343,0
201344,0
201345,0
201346,0
201347,0
201348,0
201349,0
201350,0
201351,0
201352,0
201353,0
201354,0
201355,0
201356,0
201357,0
201358,0
201359,0
201360,0
201361,0
201362,0
201363,0
201364,0
201365,0
201366,0
201367,0
201368,0
201369,0
201370,0
201371,0
201372,0
201373,0
201374,0
201375,0
201376,0
201377,0
201378,0
201379,0
201380,0
201381,0
201382,0
201383,0
201384,0
201385,0
201386,0
201387,0
201388,0
201389,0
201390,0
201391,0
201392,0
201393,0
201394,0
201395,0
201396,0
201397,0
201398,0
201399,0
201400,0
201401,0
201402,0
201403,0
201404,0
201405,0
201406,0
201407,0
201408,0
201409,0
201410,0
201411,0
201412,0
201413,0
201414,0
201415,0
201416,0
201417,0
201418,0
201419,0
201420,0
201421,0
201422,0
201423,0
201424,0
201425,0
201426,0
201427,0
201428,0
201429,0
201430,0
201431,0
201432,0
201433,0
201434,0
201435,0
201436,0
201437,0
201438,0
201439,0
201440,0
201441,0
201442,0
201443,0
201444,0
201445,0
201446,0
201447,0
201448,0
201449,0
201450,0
201451,0
201452,0
201453,0
201454,0
201455,0
201456,0
201457,0
201458,0
201459,0
201460,0
201461,0
201462,0
201463,0
201464,0
201465,0
201466,0
201467,0
201468,0
201469,0
201470,0
201471,0
201472,0
201473,0
201474,0
201475,0
201476,0
201477,0
201478,0
201479,0
201480,0
201481,0
201482,0
201483,0
201484,0
201485,0
201486,0
201487,0
201488,0
201489,0
201490,0
201491,0
201492,0
201493,0
201494,0
201495,0
201496,0
201497,0
201498,0
201499,0
201500,0
201501,0
201502,0
201503,0
201504,0
201505,0
201506,0
201507,0
201508,0
201509,0
201510,0
201511,0
201512,0
201513,0
201514,0
201515,0
201516,0
201517,0
201518,0
201519,0
201520,0
201521,0
201522,0
201523,0
201524,0
201525,0
201526,0
201527,0
201528,0
201529,0
201530,0
201531,0
201532,0
201533,0
201534,0
201535,0
201536,0
201537,0
201538,0
201539,0
201540,0
201541,0
201542,0
201543,0
201544,0
201545,0
201546,0
201547,0
201548,0
201549,0
201550,0
201551,0
201552,0
201553,0
201554,0
201555,0
201556,0
201557,0
201558,0
201559,0
201560,0
201561,0
201562,0
201563,0
201564,0
201565,0
201566,0
201567,0
201568,0
201569,0
201570,0
201571,0
201572,0
201573,0
201574,0
201575,0
201576,0
201577,0
201578,0
201579,0
201580,0
201581,0
201582,0
201583,0
201584,0
201585,0
201586,0
201587,0
201588,0
201589,0
201590,0
201591,0
201592,0
201593,0
201594,0
201595,0
201596,0
201597,0
201598,0
201599,0
201600,0
201601,0
201602,0
201603,0
201604,0
201605,0
201606,0
201607,0
201608,0
201609,0
201610,0
201611,0
201612,0
201613,0
201614,0
201615,0
201616,0
201617,0
201618,0
201619,0
201620,0
201621,0
201622,0
201623,0
201624,0
201625,0
201626,0
201627,0
201628,0
201629,0
201630,0
201631,0
201632,0
201633,0
201634,0
201635,0
201636,0
201637,0
201638,0
201639,0
201640,0
201641,0
201642,0
201643,0
201644,0
201645,0
201646,0
201647,0
201648,0
201649,0
201650,0
201651,0
201652,0
201653,0
201654,0
201655,0
201656,0
201657,0
201658,0
201659,0
201660,0
201661,0
201662,0
201663,0
201664,0
201665,0
201666,0
201667,0
201668,0
201669,0
201670,0
201671,0
201672,0
201673,0
201674,0
201675,0
201676,0
201677,0
201678,0
201679,0
201680,0
201681,0
201682,0
201683,0
201684,0
201685,0
201686,0
201687,0
201688,0
201689,0
201690,0
201691,0
201692,0
201693,0
201694,0
201695,0
201696,0
201697,0
201698,0
201699,0
201700,0
201701,0
201702,0
201703,0
201704,0
201705,0
201706,0
201707,0
201708,0
201709,0
201710,0
201711,0
201712,0
201713,0
201714,0
201715,0
201716,0
201717,0
201718,0
201719,0
201720,0
201721,0
201722,0
201723,0
201724,0
201725,0
201726,0
201727,0
201728,0
201729,0
201730,0
201731,0
201732,0
201733,0
201734,0
201735,0
201736,0
201737,0
201738,0
201739,0
201740,0
201741,0
201742,0
201743,0
201744,0
201745,0
201746,0
201747,0
201748,0
201749,0
201750,0
201751,0
201752,0
201753,0
201754,0
201755,0
201756,0
201757,0
201758,0
201759,0
201760,0
201761,0
201762,0
201763,0
201764,0
201765,0
201766,0
201767,0
201768,0
201769,0
201770,0
201771,0
201772,0
201773,0
201774,0
201775,0
201776,0
201777,0
201778,0
201779,0
201780,0
201781,0
201782,0
201783,0
201784,0
201785,0
201786,0
201787,0
201788,0
201789,0
201790,0
201791,0
201792,0
201793,0
201794,0
201795,0
201796,0
201797,0
201798,0
201799,0
201800,0
201801,0
201802,0
201803,0
201804,0
201805,0
201806,0
201807,0
201808,0
201809,0
201810,0
201811,0
201812,0
201813,0
201814,0
201815,0
201816,0
201817,0
201818,0
201819,0
201820,0
201821,0
201822,0
201823,0
201824,0
201825,0
201826,0
201827,0
201828,0
201829,0
201830,0
201831,0
201832,0
201833,0
201834,0
201835,0
201836,0
201837,0
201838,0
201839,0
201840,0
201841,0
201842,0
201843,0
201844,0
201845,0
201846,0
201847,0
201848,0
201849,0
201850,0
201851,0
201852,0
201853,0
201854,0
201855,0
201856,0
201857,0
201858,0
201859,0
201860,0
201861,0
201862,0
201863,0
201864,0
201865,0
201866,0
201867,0
201868,0
201869,0
201870,0
201871,0
201872,0
201873,0
201874,0
201875,0
201876,0
201877,0
201878,0
201879,0
201880,0
201881,0
201882,0
201883,0
201884,0
201885,0
201886,0
201887,0
201888,0
201889,0
201890,0
201891,0
201892,0
201893,0
201894,0
201895,0
201896,0
201897,0
201898,0
201899,0
201900,0
201901,0
201902,0
201903,0
201904,0
201905,0
201906,0
201907,0
201908,0
201909,0
201910,0
201911,0
201912,0
201913,0
201914,0
201915,0
201916,0
201917,0
201918,0
201919,0
201920,0
201921,0
201922,0
201923,0
201924,0
201925,0
201926,0
201927,0
201928,0
201929,0
201930,0
201931,0
201932,0
201933,0
201934,0
201935,0
201936,0
201937,0
201938,0
201939,0
201940,0
201941,0
201942,0
201943,0
201944,0
201945,0
201946,0
201947,0
201948,0
201949,0
201950,0
201951,0
201952,0
201953,0
201954,0
201955,0
201956,0
201957,0
201958,0
201959,0
201960,0
201961,0
201962,0
201963,0
201964,0
201965,0
201966,0
201967,0
201968,0
201969,0
201970,0
201971,0
201972,0
201973,0
201974,0
201975,0
201976,0
201977,0
201978,0
201979,0
201980,0
201981,0
201982,0
201983,0
201984,0
201985,0
201986,0
201987,0
201988,0
201989,0
201990,0
201991,0
201992,0
201993,0
201994,0
201995,0
201996,0
201997,0
201998,0
201999,0
202000,0
202001,0
202002,0
202003,0
202004,0
202005,0
202006,0
202007,0
202008,0
202009,0
202010,0
202011,0
202012,0
202013,0
202014,0
202015,0
202016,0
202017,0
202018,0
202019,0
202020,0
202021,0
202022,0
202023,0
202024,0
202025,0
202026,0
202027,0
202028,0
202029,0
202030,0
202031,0
202032,0
202033,0
202034,0
202035,0
202036,0
202037,0
202038,0
202039,0
202040,0
202041,0
202042,0
202043,0
202044,0
202045,0
202046,0
202047,0
202048,0
202049,0
202050,0
202051,0
202052,0
202053,0
202054,0
202055,0
202056,0
202057,0
202058,0
202059,0
202060,0
202061,0
202062,0
202063,0
202064,0
202065,0
202066,0
202067,0
202068,0
202069,0
202070,0
202071,0
202072,0
202073,0
202074,0
202075,0
202076,0
202077,0
202078,0
202079,0
202080,0
202081,0
202082,0
202083,0
202084,0
202085,0
202086,0
202087,0
202088,0
202089,0
202090,0
202091,0
202092,0
202093,0
202094,0
202095,0
202096,0
202097,0
202098,0
202099,0
202100,0
202101,0
202102,0
202103,0
202104,0
202105,0
202106,0
202107,0
202108,0
202109,0
202110,0
202111,0
202112,0
202113,0
202114,0
202115,0
202116,0
202117,0
202118,0
202119,0
202120,0
202121,0
202122,0
202123,0
202124,0
202125,0
202126,0
202127,0
202128,0
202129,0
202130,0
202131,0
202132,0
202133,0
202134,0
202135,0
202136,0
202137,0
202138,0
202139,0
202140,0
202141,0
202142,0
202143,0
202144,0
202145,0
202146,0
202147,0
202148,0
202149,0
202150,0
202151,0
202152,0
202153,0
202154,0
202155,0
202156,0
202157,0
202158,0
202159,0
202160,0
202161,0
202162,0
202163,0
202164,0
202165,0
202166,0
202167,0
202168,0
202169,0
202170,0
202171,0
202172,0
202173,0
202174,0
202175,0
202176,0
202177,0
202178,0
202179,0
202180,0
202181,0
202182,0
202183,0
202184,0
202185,0
202186,0
202187,0
202188,0
202189,0
202190,0
202191,0
202192,0
202193,0
202194,0
202195,0
202196,0
202197,0
202198,0
202199,0
202200,0
202201,0
202202,0
202203,0
202204,0
202205,0
202206,0
202207,0
202208,0
202209,0
202210,0
202211,0
202212,0
202213,0
202214,0
202215,0
202216,0
202217,0
202218,0
202219,0
202220,0
