"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","Id"
8,39.474324,-0.375151,23,1405890000,2014,7,20,23,"Sunday",166,0,17.7,9.7,67.5,28.3,40,1013,0,12,5.38821038918743,5.38843064901237,5.84843982169391,5.82615156017831,201156
8,39.474324,-0.375151,23,1403046000,2014,6,18,1,"Wednesday",48,0,3.1,1.3,15,21.5,67,1002,0,1,5.35399534962854,5.35310125864611,6.22312703583062,6.21986970684039,201157
110,39.48075,-0.336789,30,1405818000,2014,7,20,3,"Sunday",146,0,19.3,8,202.5,27.7,35,1008.3,0,20,11.159158832799,11.1602020860495,12.8707280832095,12.9153046062407,201158
7,39.474715,-0.37932,20,1404288000,2014,7,2,10,"Wednesday",57,0,17.7,8,67.5,24.2,73,1001.2,0,0,5.24446545778173,5.24517599955514,5.28338762214984,5.30456026058632,201159
8,39.474324,-0.375151,23,1405188000,2014,7,12,20,"Saturday",139,0,17.7,9.7,0,24.7,73,1014.7,0,2,5.38172043010753,5.38079306751495,6.14858841010401,6.15453194650817,201160
8,39.474324,-0.375151,23,1402938000,2014,6,16,19,"Monday",18,0,11.7,6,122,22.5,64,1002,0,2,5.35289439300119,5.35324852339846,6.17263843648208,6.19869706840391,201161
7,39.474715,-0.37932,20,1406592000,2014,7,29,2,"Tuesday",25,0,8,4.8,67.5,24.9,83,1008.5,0,20,5.23466537759158,5.23653546689577,4.80683506686478,4.86478454680535,201162
110,39.48075,-0.336789,30,1405908000,2014,7,21,4,"Monday",3,0,3.2,1.6,157.5,23.8,60,1014.6,0,20,11.1711525938789,11.172191178864,13.2719167904903,13.3209509658247,201163
106,39.476713,-0.341369,25,1406700000,2014,7,30,8,"Wednesday",55,0,6.4,3.2,135,21.8,58,1011.1,0,15,10.5093297587131,10.5103189493433,11.6864784546805,11.7355126300149,201164
106,39.476713,-0.341369,25,1403334000,2014,6,21,9,"Saturday",128,0,1,0.1,220,25.9,41,1002,0,10,10.4601185436071,10.4599322799097,8.00162866449511,8.04234527687296,201165
7,39.474715,-0.37932,20,1402704000,2014,6,14,2,"Saturday",121,0,7.5,3.3,309,25.1,40,1002,0,7,5.24119055764625,5.24134982614148,5.02931596091205,4.96905537459283,201166
110,39.48075,-0.336789,30,1404162000,2014,6,30,23,"Monday",22,0,10.7,5.4,35,19.4,83,1002,0,12,11.1386055843504,11.1375640739915,10.0407166123778,10.071661237785,201167
8,39.474324,-0.375151,23,1404846000,2014,7,8,21,"Tuesday",44,0,20.9,8,22.5,24.1,77,1016.6,0,4,5.38587106380632,5.38493769985665,6.50606060606061,6.4841628959276,201168
8,39.474324,-0.375151,23,1406124000,2014,7,23,16,"Wednesday",63,0,20.9,9.7,22.5,28,64,1006.8,0,5,5.38316745997404,5.3823068187963,5.71322436849926,5.6849925705795,201169
8,39.474324,-0.375151,23,1403838000,2014,6,27,5,"Friday",100,0,3.4,1.1,312,19.8,72,1004,0,0,5.37220635187363,5.37103819016687,6.81270358306189,6.814332247557,201170
8,39.474324,-0.375151,23,1405692000,2014,7,18,16,"Friday",111,0,29,16.1,45,26.4,75,1011.8,0,0,5.38795731707317,5.3868720404942,6.12927191679049,6.07578008915305,201171
7,39.474715,-0.37932,20,1403964000,2014,6,28,16,"Saturday",135,0,6.1,2.9,116,27.8,50,998,0,7,5.25614937388193,5.25680433689152,5.70032573289902,5.64983713355049,201172
7,39.474715,-0.37932,20,1402023600,2014,6,6,5,"Friday",100,0,1.2,0.2,341,17.1,83,1001,0,0,5.24172794117647,5.24142881755011,4.84992570579495,4.85141158989599,201173
7,39.474715,-0.37932,20,1402902000,2014,6,16,9,"Monday",8,0,4.3,1.2,132,23.3,45,1003,0,10,5.24577957142045,5.24701670644391,4.91530944625407,4.95439739413681,201174
7,39.474715,-0.37932,20,1402488000,2014,6,11,14,"Wednesday",61,0,8.4,4.6,124,27.2,36,1008,0,12,5.23732692527749,5.23966138534576,4.88273615635179,4.9299674267101,201175
8,39.474324,-0.375151,23,1404738000,2014,7,7,15,"Monday",14,0,37,12.9,22.5,25.1,59,1013.1,0,12,5.38468762083633,5.38402915838304,6.52539682539683,6.51026856240126,201176
106,39.476713,-0.341369,25,1403874000,2014,6,27,15,"Friday",110,0,8.2,2.3,155,26.9,57,1003,0,24,10.456591099916,10.4579182988248,8.66612377850163,8.66775244299674,201177
8,39.474324,-0.375151,23,1404792000,2014,7,8,6,"Tuesday",29,0,4.8,1.6,157.5,20.3,78,1016.7,0,0,5.38392758582625,5.38271809303096,6.47751937984496,6.44753086419753,201178
106,39.476713,-0.341369,25,1401789600,2014,6,3,12,"Tuesday",35,0,7.5,4.5,136,23.6,44,1004,0,21,10.5040069184203,10.5060518731988,7.555720653789,7.56017830609212,201179
110,39.48075,-0.336789,30,1403730000,2014,6,25,23,"Wednesday",70,0,1.9,0.2,270,22,66,1001,0,14,11.0923525781294,11.0919340363473,7.66938110749186,7.7214983713355,201180
106,39.476713,-0.341369,25,1403568000,2014,6,24,2,"Tuesday",25,0,0.9,0.1,250,18.8,82,1003,0,15,10.4696287964004,10.4718583075626,8.69869706840391,8.80456026058632,201181
8,39.474324,-0.375151,23,1406322000,2014,7,25,23,"Friday",118,0,17.7,9.7,67.5,25.3,80,1009.1,0,6,5.38240845602114,5.38149665732154,5.60624071322437,5.60772659732541,201182
8,39.474324,-0.375151,23,1403460000,2014,6,22,20,"Sunday",163,0,4.6,2.1,127,21.7,78,1004,0,5,5.37052062204192,5.37069791021236,6.78501628664495,6.79478827361564,201183
7,39.474715,-0.37932,20,1405818000,2014,7,20,3,"Sunday",146,0,19.3,8,202.5,27.7,35,1008.3,0,17,5.24620985708852,5.247555410691,4.76225854383358,4.74739970282318,201184
7,39.474715,-0.37932,20,1405098000,2014,7,11,19,"Friday",114,0,17.7,8,337.5,24.7,67,1013.7,0,4,5.23221447014228,5.23275483304042,5.03863298662704,5.0222882615156,201185
110,39.48075,-0.336789,30,1404900000,2014,7,9,12,"Wednesday",59,0,9.7,3.2,315,24.3,69,1016.9,0,11,11.1229336566013,11.1235608439376,10.7429420505201,10.7444279346211,201186
110,39.48075,-0.336789,30,1405548000,2014,7,17,0,"Thursday",71,0,11.3,4.8,67.5,24.3,80,1018.1,0,0,11.1481340026189,11.1459117438499,12.1411589895988,12.1411589895988,201187
7,39.474715,-0.37932,20,1402884000,2014,6,16,4,"Monday",3,0,4.4,1.5,16,20.2,58,1002,0,11,5.24471230384353,5.2458364122094,4.84201954397394,4.88436482084691,201188
106,39.476713,-0.341369,25,1401645600,2014,6,1,20,"Sunday",163,0,7,4,143,20.5,53,1005,0,14,10.5106038717134,10.5110918544194,7.99108469539376,7.96136701337296,201189
110,39.48075,-0.336789,30,1405728000,2014,7,19,2,"Saturday",121,0,8,3.2,135,23.9,85,1009.6,0,19,11.147132440962,11.1480171897949,12.4888558692422,12.5378900445765,201190
7,39.474715,-0.37932,20,1405908000,2014,7,21,4,"Monday",3,0,3.2,1.6,157.5,23.8,60,1014.6,0,4,5.24462774039505,5.24445288341561,4.70579494799406,4.71025260029718,201191
7,39.474715,-0.37932,20,1405692000,2014,7,18,16,"Friday",111,0,29,16.1,45,26.4,75,1011.8,0,4,5.24417465156794,5.24399934686769,5.09063893016345,5.05497771173848,201192
106,39.476713,-0.341369,25,1406106000,2014,7,23,11,"Wednesday",58,0,4.8,1.6,157.5,28.2,58,1009.4,0,15,10.4700027048959,10.4722011898323,10.6329866270431,10.6968796433878,201193
110,39.48075,-0.336789,30,1402578000,2014,6,12,15,"Thursday",86,0,10.4,6.2,132,29.1,32,1007,0,26,11.143861052391,11.1443911354809,8.25895765472313,8.2557003257329,201194
106,39.476713,-0.341369,25,1406178000,2014,7,24,7,"Thursday",78,0,6.4,1.6,157.5,22.1,82,1007.8,0,9,10.4738719265063,10.4737979470556,10.7429420505201,10.7503714710253,201195
8,39.474324,-0.375151,23,1403784000,2014,6,26,14,"Thursday",85,0,8.3,2.9,130,28.5,46,1001,0,21,5.37117389841911,5.37269517457827,6.79315960912052,6.78175895765472,201196
110,39.48075,-0.336789,30,1402023600,2014,6,6,5,"Friday",100,0,1.2,0.2,341,17.1,83,1001,0,0,11.1664177389706,11.1641302475162,7.96433878157504,7.96136701337296,201197
8,39.474324,-0.375151,23,1405152000,2014,7,12,10,"Saturday",129,0,11.3,3.2,0,24.6,60,1016.1,0,0,5.38116148863761,5.38039839762937,6.22139673105498,6.20653789004458,201198
110,39.48075,-0.336789,30,1403172000,2014,6,19,12,"Thursday",83,0,7.2,2.6,130,25.1,57,1005,0,9,11.1042562825447,11.104849205002,7.92345276872964,7.88925081433225,201199
110,39.48075,-0.336789,30,1403208000,2014,6,19,22,"Thursday",93,0,1.4,0.5,49,20.8,76,1005,0,0,11.1047629822378,11.1024713001188,7.76384364820847,7.7214983713355,201200
7,39.474715,-0.37932,20,1404756000,2014,7,7,20,"Monday",19,0,14.5,4.8,22.5,23.8,66,1015,0,8,5.23796112215595,5.23949649423066,5.2488188976378,5.27742946708464,201201
8,39.474324,-0.375151,23,1406160000,2014,7,24,2,"Thursday",73,0,12.9,4.8,67.5,24.1,80,1007.9,0,2,5.38112228349011,5.37993838836945,5.66121842496285,5.66121842496285,201202
110,39.48075,-0.336789,30,1405854000,2014,7,20,13,"Sunday",156,0,25.7,11.3,157.5,30.2,28,1009.9,0,20,11.1639602454787,11.1650016288414,13.0267459138187,13.075780089153,201203
110,39.48075,-0.336789,30,1404522000,2014,7,5,3,"Saturday",122,0,6.4,3.2,180,23.4,71,1015.4,0,9,11.1457628997395,11.1450022163121,10.6357723577236,10.679674796748,201204
7,39.474715,-0.37932,20,1402974000,2014,6,17,5,"Tuesday",28,0,6.8,2.9,318,18.6,69,1003,0,1,5.25157554079373,5.25139062322625,5.17752442996743,5.18241042345277,201205
7,39.474715,-0.37932,20,1406718000,2014,7,30,13,"Wednesday",60,0,20.9,11.3,337.5,26.1,55,1010.6,0,2,5.23856752265051,5.23952192089184,5.08172362555721,5.06092124814264,201206
8,39.474324,-0.375151,23,1404972000,2014,7,10,8,"Thursday",79,0,17.7,4.8,157.5,20.3,46,1017.2,0,0,5.38149493615148,5.38116986738568,6.35215453194651,6.37147102526003,201207
7,39.474715,-0.37932,20,1402776000,2014,6,14,22,"Saturday",141,0,5.9,2.6,48,24.2,65,999,0,1,5.2400045563276,5.2402209189774,4.79315960912052,4.76221498371336,201208
8,39.474324,-0.375151,23,1406592000,2014,7,29,2,"Tuesday",25,0,8,4.8,67.5,24.9,83,1008.5,0,1,5.39118057793533,5.39000161091124,5.91530460624071,5.91233283803863,201209
106,39.476713,-0.341369,25,1404306000,2014,7,2,15,"Wednesday",62,0,32.2,16.1,22.5,25.2,72,1001.3,0,25,10.4671670836808,10.4692051139522,9.5,9.53257328990228,201210
110,39.48075,-0.336789,30,1406718000,2014,7,30,13,"Wednesday",60,0,20.9,11.3,337.5,26.1,55,1010.6,0,30,11.2571704283493,11.2597277307321,14.2630014858841,14.2986627043091,201211
8,39.474324,-0.375151,23,1405080000,2014,7,11,14,"Friday",109,0,24.1,12.9,337.5,24.6,54,1015.3,0,15,5.38322892625563,5.3846618689227,6.32540861812779,6.30312035661218,201212
110,39.48075,-0.336789,30,1404468000,2014,7,4,12,"Friday",107,0,20.9,9.7,225,26.8,46,1014.1,0,14,11.1437208786332,11.1442910220152,10.5749185667752,10.5537459283388,201213
7,39.474715,-0.37932,20,1403118000,2014,6,18,21,"Wednesday",68,0,4.7,1,93,21.1,76,1004,0,2,5.25174191355577,5.25161399932042,5.28501628664495,5.25732899022801,201214
8,39.474324,-0.375151,23,1401609600,2014,6,1,10,"Sunday",153,0,2.4,0.8,98,21.7,42,1006,0,0,5.32654831434685,5.32547115273442,5.64933135215453,5.64784546805349,201215
106,39.476713,-0.341369,25,1404504000,2014,7,4,22,"Friday",117,0,1.6,0,90,27.5,56,1014.3,0,4,10.4606430155211,10.4594070379607,9.32682926829268,9.33658536585366,201216
106,39.476713,-0.341369,25,1405188000,2014,7,12,20,"Saturday",139,0,17.7,9.7,0,24.7,73,1014.7,0,17,10.4318705430609,10.4330682752948,9.29123328380386,9.26894502228826,201217
106,39.476713,-0.341369,25,1405782000,2014,7,19,17,"Saturday",136,0,22.5,8,0,29.3,63,1006.1,0,8,10.4734982332155,10.4732608695652,10.8216939078752,10.8216939078752,201218
7,39.474715,-0.37932,20,1401681600,2014,6,2,6,"Monday",5,0,10.8,6,316,15.5,74,1005,0,0,5.2422457113152,5.24194479732071,4.69390787518574,4.66270430906389,201219
110,39.48075,-0.336789,30,1406016000,2014,7,22,10,"Tuesday",33,0,8,3.2,247.5,27.1,46,1013.8,0,21,11.1878318344349,11.1885934030223,13.5378900445765,13.6002971768202,201220
106,39.476713,-0.341369,25,1402758000,2014,6,14,17,"Saturday",136,0,5.4,1.6,147,28.2,49,997,0,19,10.4743947593278,10.4763097949886,7.685667752443,7.7671009771987,201221
8,39.474324,-0.375151,23,1406214000,2014,7,24,17,"Thursday",88,0,29,14.5,45,26.8,73,1006.9,0,2,5.38102954680495,5.38006264175397,5.59732540861813,5.57800891530461,201222
110,39.48075,-0.336789,30,1403370000,2014,6,21,19,"Saturday",138,0,3.4,0.6,141,24.7,63,1001,0,10,11.0946228065226,11.0940320397112,7.59446254071661,7.59446254071661,201223
7,39.474715,-0.37932,20,1403856000,2014,6,27,10,"Friday",105,0,4.9,1.2,73,26.8,48,1005,0,0,5.25848359278755,5.25852320438896,5.82410423452769,5.82410423452769,201224
8,39.474324,-0.375151,23,1405980000,2014,7,22,0,"Tuesday",23,0,12.9,8,67.5,24.6,64,1015,0,12,5.38611231569818,5.38530320273126,5.76225854383358,5.7592867756315,201225
7,39.474715,-0.37932,20,1403388000,2014,6,22,0,"Sunday",143,0,0.9,0.2,44,21.3,77,1002,0,1,5.26404557761733,5.26566288840016,5.82899022801303,5.8371335504886,201226
106,39.476713,-0.341369,25,1402920000,2014,6,16,14,"Monday",13,0,14.3,8.1,134,23.4,58,1001,0,21,10.4697159090909,10.4715705765408,7.78175895765472,7.7671009771987,201227
8,39.474324,-0.375151,23,1405944000,2014,7,21,14,"Monday",13,0,24.1,9.7,337.5,28.4,44,1014.5,0,7,5.38659290595509,5.38572900287372,5.78603268945022,5.71768202080238,201228
7,39.474715,-0.37932,20,1403046000,2014,6,18,1,"Wednesday",48,0,3.1,1.3,15,21.5,67,1002,0,7,5.25072307605059,5.25229617870507,5.23127035830619,5.25081433224756,201229
7,39.474715,-0.37932,20,1403316000,2014,6,21,4,"Saturday",123,0,2.3,0.5,295,20.2,60,1000,0,17,5.25621188163542,5.25822841980466,5.53094462540717,5.59771986970684,201230
7,39.474715,-0.37932,20,1402920000,2014,6,16,14,"Monday",13,0,14.3,8.1,134,23.4,58,1001,0,20,5.24803954994886,5.2506390956087,5.00325732899023,5.07328990228013,201231
110,39.48075,-0.336789,30,1404720000,2014,7,7,10,"Monday",9,0,14.5,6.4,292.5,25.3,69,1012.6,0,12,11.1423361697425,11.1414682649285,11.2688,11.2547770700637,201232
8,39.474324,-0.375151,23,1404594000,2014,7,5,23,"Saturday",142,0,19.3,8,67.5,26.4,58,1012.1,0,10,5.37596191108897,5.37707549258357,6.5349593495935,6.55447154471545,201233
106,39.476713,-0.341369,25,1402059600,2014,6,6,15,"Friday",110,0,10.5,3.2,147,22.2,70,1001,0,12,10.5020665901263,10.5015208034433,7.68796433878158,7.63744427934621,201234
7,39.474715,-0.37932,20,1401987600,2014,6,5,19,"Thursday",90,0,5,1.2,85,20.2,75,1000,0,5,5.24054489021727,5.24064816410964,4.82615156017831,4.83209509658247,201235
